Feature1,Feature2
-5.021790667,-4.255530633
-3.926119485,-6.762943206
-3.05144966,-4.685589423
-4.234087816,-5.370398192
-2.604938974,-3.325389567
-2.934093982,-5.023511607
-2.418052533,-3.825094616
-3.265223505,-5.159954543
-0.084232596,-5.521268294
-2.914101591,-5.701267675
-3.0185303,-6.830716933
-2.054833294,-5.387784181
-2.756647835,-4.892758849
-3.359551135,-5.094198681
-3.034647097,-3.581618631
-4.824364123,-5.679326936
-3.384584129,-5.656111165
-4.203296413,-6.131009627
-3.130335498,-4.75364214
-3.992424662,-5.776824708
-2.962562427,-6.01668999
-4.665371597,-3.851080865
-2.800919234,-5.335752418
-3.453792784,-4.635341071
-2.863209995,-6.439222574
-1.917942356,-5.874955668
-3.220279649,-7.042486463
-2.775571947,-4.142091882
-3.65769463,-6.737346233
-0.682204281,-4.945142818
-2.087449523,-7.517142037
-3.746896712,-5.637538692
-3.005229528,-3.814756332
-1.996286364,-4.751272335
-2.293228386,-3.538313772
-2.065797814,-4.656092839
-3.137532444,-6.842420997
-2.277561164,-5.237517525
-0.456897399,-6.109601669
-3.181683504,-5.321359009
-2.887218924,-5.103741154
-3.521716021,-4.814069596
-3.173314521,-5.242341474
-3.142690568,-4.901560375
-1.313167255,-5.183526415
-4.122529398,-4.985472557
-1.679215602,-5.888553521
-2.756227765,-6.961416564
-2.695771407,-4.218458404
-3.704438429,-5.229366049
-4.774419327,-4.68821592
-3.523259031,-4.807825179
-4.009334884,-3.285945553
-2.599749249,-4.115485523
-1.615181279,-5.156368966
-2.807044069,-5.526667017
-2.8836698,-4.698557793
-2.764088826,-4.462920692
-3.559613224,-4.675028011
-3.348396982,-3.759812087
-2.598245928,-3.693973893
-2.233824443,-4.492392816
-3.649702545,-4.551017457
-3.620667666,-5.816421774
-2.411570044,-3.994859954
-3.360445836,-4.165084711
-4.692001103,-3.001369804
-4.354839417,-3.838037701
-3.131786214,-4.688491246
-2.689918337,-6.165607854
-1.853027211,-5.376584787
-2.557892723,-2.875065227
-3.579120768,-3.446239331
-1.987426094,-4.76771264
-3.73462881,-4.968330891
-3.157998093,-5.351916644
-3.300731422,-4.885551679
-3.334281217,-4.714172971
-4.29639408,-6.909763506
-3.21761669,-4.10416101
-4.059452346,-6.604619758
-2.191319126,-6.359166733
-2.988145673,-5.118220897
-1.939997207,-4.550911342
-1.911107361,-6.624025149
-3.184212229,-6.863655039
-2.143918974,-3.301449856
-2.486053691,-4.281221103
-3.971847111,-3.436805195
-2.901575386,-5.098384577
-2.327776384,-5.268861222
-3.611078053,-5.391800969
-4.904836276,-4.848905494
-3.658663953,-4.799642236
-2.056361346,-3.976953851
-1.743320973,-4.65834528
-2.41395249,-4.760185228
-4.677923524,-5.457470154
-2.278239029,-5.757608008
-2.924965818,-5.58181185
-2.154093941,-5.434530313
-2.34351735,-4.448707118
-2.58578942,-4.47340825
-1.660455914,-4.920266279
-2.274696136,-5.631961688
-2.387049634,-7.029366664
-2.440940076,-4.445861484
-1.889437765,-2.956468356
-3.611813961,-7.414237419
-3.960562623,-5.408947829
-1.734728699,-4.086489839
-2.861678966,-4.459980838
-2.791626284,-5.321118029
-2.5702336,-4.795578844
-4.540361277,-4.613214339
-1.592462098,-4.216772361
-5.818105541,-5.043671797
-2.267963203,-5.096944815
-2.894825345,-5.509684387
-1.891306564,-5.573682673
-3.619326143,-6.346918336
-3.590034006,-4.361350893
-2.973509597,-4.572846311
-2.2383923,-4.472523849
-2.864845094,-6.452084621
-2.476688776,-5.150430359
-3.193762057,-5.751237323
-1.426048534,-4.910153941
-2.21536379,-2.322169098
-3.535716716,-5.00086918
-2.590349055,-5.094042929
-2.731696517,-3.745812262
-2.158066868,-3.905457524
-3.984769643,-5.573717761
-3.976529251,-3.417788052
-3.634239561,-3.489940933
-3.684011408,-6.056575089
-2.218560516,-4.915908536
-4.413211395,-4.41827617
-2.620528421,-5.333396044
-2.885434282,-5.087186873
-3.258898487,-4.222741457
-4.805171377,-6.293896317
-2.53305166,-5.449303801
-3.517369314,-4.707241302
-3.466629957,-5.91702883
-3.453245715,-3.391177583
-2.486487281,-4.502098657
-4.432769682,-3.859360432
-2.791122925,-4.953874123
-5.76901418,-6.311713242
-0.55575006,-3.004834159
-2.819110805,-4.442123125
-3.71467363,-4.838788449
-4.632652126,-3.854791969
-2.273102433,-2.2104861
-1.45562935,-4.881151545
-4.422665345,-4.670746458
-2.482766823,-2.914481762
-3.268633095,-4.73207507
-1.361632689,-7.295771687
-1.870705376,-4.661976121
-2.389242495,-4.861968377
-2.042960798,-5.417926806
-4.303930049,-7.208277375
-2.65399986,-4.188403453
-2.216347642,-3.615128713
-2.477863715,-3.997939562
-2.891046459,-6.459421896
-2.357524558,-5.772811528
-2.316141332,-3.920268574
-4.652455014,-5.27829467
-2.787435269,-5.427380628
-3.991899942,-7.158027118
-1.958090533,-6.283745222
-4.045197993,-6.498982386
-4.007975587,-5.377257225
-3.957430871,-4.212989109
-3.230677524,-4.036792563
-2.775969991,-3.70188945
-2.805705902,-5.190460729
-0.883191879,-4.594914898
-3.609774355,-5.053012332
-3.130013961,-7.31294086
-2.589321142,-6.039605226
-2.756742796,-5.739095455
-2.292333671,-4.097990554
-4.097631061,-4.423648125
-3.041588781,-5.914648083
-2.557244145,-4.752028417
-4.336260106,-4.457528261
-3.882857339,-5.484029964
-4.941870919,-5.335519659
-3.107994948,-4.760477934
-4.893522579,-5.885603994
-2.504631697,-3.262862808
-3.923458158,-3.160634287
-3.687861777,-4.20511945
-3.147492884,-5.969074085
-4.624044148,-4.766465036
-4.178920123,-4.268792715
-5.054648333,-4.253476536
-2.066710127,-5.472632214
-2.783447373,-4.10670947
-3.430367679,-5.595280444
-3.355218629,-4.800453556
-3.166421988,-4.121638123
-1.780725329,-3.741164604
-3.426186388,-5.670051074
-2.588704116,-4.836685988
-2.611528118,-5.225240375
-4.477219028,-5.224883925
-2.980038147,-3.46393279
-2.155004077,-4.342272347
-4.344868584,-2.722253609
-2.538169321,-5.990620231
-5.743279895,-5.627217171
-4.102536501,-6.546101885
-4.204820142,-5.638513563
-3.090867138,-5.444371909
-2.035431749,-4.570633296
-3.351707637,-5.128010762
-4.128176631,-4.731441319
-2.389715448,-6.592024545
-2.973455471,-6.201941979
-3.698187768,-5.320897711
-1.57188958,-5.126223056
-1.008443008,-5.366311522
-3.874718637,-3.391117502
-3.338823644,-5.933582617
-2.838188297,-5.546272889
-1.196219376,-6.011839848
-3.582590136,-5.430615499
-2.709410338,-5.479728584
-3.688524862,-4.838049947
-3.283193657,-6.471765058
-1.585688486,-5.337029115
-4.027295845,-4.124572644
-4.193509632,-4.170378768
-2.91842553,-6.4766716
-4.87799698,-5.971285657
-3.589710627,-5.582158912
-3.49284304,-4.821003085
-3.545668003,-5.843490162
-2.519176077,-4.929782778
-4.837662837,-5.994501858
-3.415745457,-3.917943437
-2.328888954,-5.275492352
-4.329465281,-4.27946008
-2.558624243,-6.693819715
-2.737700145,-5.836692546
-4.355272297,-5.592573297
-3.973104171,-4.511827999
-2.527629708,-4.512513991
-3.155308442,-3.165843762
-3.073495045,-5.7128624
-2.105303109,-4.409913415
-5.098564527,-4.752193338
-0.9670662,-4.841059648
-3.484729953,-4.301949951
-4.09564993,-5.917014629
-3.130147283,-5.820480409
-2.744206868,-5.159579353
-3.284980986,-4.313205668
-3.378162795,-5.781276386
-2.895276958,-5.267375275
-1.989097164,-5.007024374
-3.236252496,-4.522187789
-1.516191034,-5.645362321
-2.552639941,-3.236181242
-4.007273259,-3.500145331
-3.703764918,-6.285094568
-3.388472208,-4.398021112
-2.708823783,-5.271223995
-1.939180323,-4.613266258
-0.721519968,-5.069350055
-3.489738186,-4.860768616
-3.065812085,-5.904368973
-2.616921669,-3.914039198
-2.89663245,-6.819514495
-3.44450372,-4.860467302
-3.867811705,-5.031315026
-2.399575873,-3.786538874
-4.209217416,-5.03978909
-1.327172005,-4.082761071
-1.146978831,-5.266034367
-2.253062053,-5.854220543
-3.023452781,-3.939524177
-2.352924774,-5.331864207
-3.450523096,-5.004612964
-2.54752443,-4.767790582
-2.675009261,-4.59589632
-3.639139519,-4.825397216
-3.576826708,-5.337751836
-3.458058679,-5.769048634
-3.20031817,-4.639492017
-2.866274802,-3.66133076
-5.038064024,-5.595634881
-2.66140922,-5.115540753
-4.016031497,-4.060434801
-3.121203828,-4.882163747
-3.26088601,-4.792039892
-3.58075528,-5.633349952
-3.323949392,-4.820024055
-4.436944358,-4.419487074
-4.349641486,-6.042330393
-2.694653575,-2.770452671
-2.659391543,-6.088777401
-3.605620474,-4.335197607
-3.728741865,-5.543461789
-4.19240919,-5.719624381
-0.413022967,-5.369003901
-3.618196576,-5.833070079
-2.877370811,-5.133635058
-2.897918981,-5.705213817
-3.56587182,-4.042902976
-3.483300255,-3.713864805
-0.741895763,-4.20019907
-2.796101881,-3.608605226
-2.357467767,-6.096877227
-3.027435079,-5.944836135
-2.624576514,-5.896963319
-2.747996418,-5.193501692
-4.143047005,-5.780114492
-3.654717643,-4.43842969
-3.12095863,-2.844650943
-3.249908463,-4.583672222
-3.466275549,-5.390328578
-4.202569094,-6.778068049
-1.585605781,-5.781384336
-3.310316118,-2.248843014
-3.703134273,-5.54951793
-3.283192089,-4.594246813
-2.405180768,-3.688768355
-4.50450496,-4.627193949
-3.907459784,-5.439346481
-2.063044803,-5.665250387
-2.337127821,-3.905443529
-2.435782002,-5.660252478
-2.157467774,-5.47530451
-5.590484622,-5.303226485
-2.633217072,-3.406936494
-1.661609528,-4.173607445
-4.154427071,-6.032479082
-3.526402031,-5.573158699
-2.907083042,-4.020752873
-3.51744299,-4.033083604
-2.5516216,-7.335829053
-5.497864763,-3.891471915
-4.802212924,-4.618922777
-2.566114949,-5.052390344
-1.61828378,-4.084455558
-1.531032499,-7.005930634
-1.568965965,-5.486812963
-3.963092579,-6.402816136
-4.600144311,-4.562896734
-4.278785952,-5.174234578
-2.87795093,-5.015789537
-2.377077911,-5.85553588
-2.89127873,-4.13032983
-2.084639102,-6.454591554
-3.494342245,-5.702054432
-2.070436327,-4.639590467
-4.55886458,-4.093300628
-4.490599254,-4.896485852
-3.335152867,-4.341803565
-2.849273001,-6.100251656
0.247440383,-6.484103241
-3.516082128,-6.209455611
-3.381827445,-4.999981418
-3.265160742,-3.979805649
-3.642980622,-5.600203125
-4.19119171,-5.273243882
-2.949821995,-5.910101714
-3.512359244,-6.125003977
-1.405263773,-3.986999028
-2.137051286,-6.115404109
-1.649764839,-3.284236759
-4.48736168,-6.128015728
-2.834313872,-5.156624061
-4.839410285,-5.953176955
-1.968125731,-4.034245977
-4.78293466,-5.031479743
-3.943972723,-3.363429628
-3.286204398,-6.420142388
-3.307305729,-5.005694313
-3.847825605,-4.161834223
-4.158905979,-3.44313412
-3.789258898,-4.823354677
-3.554104454,-6.056766473
0.109819855,-3.722328371
-4.469722847,-3.993382643
-1.815159774,-4.802614902
-4.166023182,-5.017733795
-4.420989474,-2.881383165
-3.54912419,-6.541829131
-3.593309662,-5.833979344
-3.120570744,-4.997556373
-1.705101953,-5.430898388
-2.455363013,-5.832156397
-3.373855706,-5.881822482
-3.05650106,-3.937643256
-1.916783814,-5.550329229
-2.26320795,-5.012867522
-3.673537817,-4.336359768
-3.694685161,-4.29261302
-1.747651003,-5.714820137
-3.578962428,-6.393071284
-3.077514451,-5.104276825
-3.656557722,-5.095365839
-1.016500509,-3.651536334
-2.995018788,-5.59029059
-2.962640205,-5.379390802
-3.90917401,-5.641216889
-2.963964791,-5.893830928
-3.338255853,-5.929393862
-3.960745935,-5.277528742
-4.589576872,-6.066061693
-2.939256111,-4.456862641
-1.651073821,-4.573740034
-1.724254071,-6.520828463
-3.003343831,-3.481131526
-2.558988016,-5.262144789
-3.170821057,-4.353479537
-3.954952262,-4.681189384
-4.438475913,-5.646739932
-2.355094819,-4.392772662
-1.830661982,-3.697142103
-4.299090295,-4.386668175
-3.285713056,-5.528438455
-2.596105086,-5.242427709
-3.714664077,-2.602909292
-2.57914517,-3.932389443
-2.388226601,-4.912068456
-2.581813675,-6.355639084
-1.864028482,-4.011067881
-1.673937016,-5.667618731
-2.898383548,-3.918427103
-1.619184134,-4.765993445
-3.102763972,-6.926986806
-2.594090166,-4.084487378
-1.779914365,-4.232022875
-2.480265126,-4.380662719
-3.776369691,-6.519341303
-2.625156392,-6.065943368
-3.613688848,-3.886328667
-3.697208341,-4.329660874
-2.621520355,-5.376921373
-4.875657097,-5.30173581
-3.019240371,-4.876187874
-2.023074609,-4.681751955
-3.279573234,-5.395811164
-4.717513732,-6.584659929
-3.109311427,-5.483049464
-1.834170457,-3.273575305
-2.334918057,-5.888022137
-2.666018759,-5.705816148
-4.034007487,-6.697332148
-3.87508068,-5.111283074
-3.037227432,-5.723720196
-0.880400215,-4.815508907
-3.95682509,-4.82419107
-2.64883418,-5.083640157
-3.035795931,-4.432899125
-4.851280712,-4.997210158
-1.022861762,-4.81236475
-3.585361298,-5.7150776
-2.36099002,-3.888427913
-2.315500467,-4.994771188
-2.818513164,-4.164114218
-2.55374632,-5.167303934
-3.829612449,-4.990325037
-3.61839412,-7.270455289
-2.580665054,-5.024532798
-3.325261308,-5.810511592
-2.458101098,-6.606891819
-1.512155981,-5.195680337
-4.114759097,-4.591410305
-1.498198268,-5.462907025
-3.154400062,-6.175916114
-0.805515442,-4.093175331
-2.694720707,-3.106374148
-1.819262301,-4.012306622
-2.958201455,-5.53465191
-2.949277334,-4.021925448
-3.743352304,-6.26396455
-3.537751883,-5.299583947
-3.692096874,-3.60652133
-4.274233784,-5.782772244
-5.880844409,-5.325554667
-3.920509351,-4.499856938
-4.006976788,-4.04768586
-1.595461859,-5.4023291
-4.913582105,-6.083926729
-3.970657079,-5.336508058
-2.444649112,-3.76399668
-1.541803016,-4.750995588
-3.438736592,-3.726058144
-4.418283295,-5.567833191
-2.391376493,-6.302283538
-2.528563611,-5.173528162
-3.409390565,-5.919317071
-3.053157042,-4.955082019
-2.518277298,-4.932942538
-3.307286273,-6.025918857
-2.213129489,-5.614943694
-1.763882964,-6.23749411
-2.279080284,-5.144866419
-3.696416471,-5.659427299
-0.677483777,-4.798194324
-3.068491856,-3.977449464
-2.714427717,-5.027765293
-2.569307781,-6.928628992
-2.170466698,-4.04327249
-3.639773941,-3.132871926
-3.160547934,-5.867289301
-1.919578545,-5.148118427
-2.323077742,-4.433579809
-1.994718461,-5.444491532
-1.251890192,-4.70636453
-4.007820509,-3.744330049
-3.954445278,-6.818289998
-2.539539055,-5.210333875
-2.157589142,-5.572977855
-2.737266626,-2.667745487
-2.370244922,-4.781698627
-3.59381307,-5.647513577
-3.650305254,-4.584299289
-3.008607103,-4.588279154
-3.319557543,-4.374652662
-2.886160525,-3.136481319
-2.625123609,-3.864921322
-4.20567604,-3.570204237
-3.039319671,-5.85160553
-0.955576474,-6.291586996
-3.616833483,-6.008695385
-4.414175264,-6.055241222
-2.555287497,-4.642082892
-2.978674075,-4.492694376
-3.973707064,-4.935126357
-0.482864326,-6.111486935
-3.088540824,-5.368786618
-2.145611565,-4.115940294
-3.583340585,-4.43384164
-4.624589397,-5.239391758
-3.550717209,-4.3172348
-3.347918164,-6.007718698
-1.988846035,-6.469663403
-3.705090494,-4.896816757
-3.245245713,-5.821485438
-2.204279071,-5.030256464
-2.787447683,-4.282958163
-3.64630751,-4.65398194
-4.460041733,-4.90386473
-1.942534679,-5.061912779
-1.928386152,-5.452699558
-1.910004503,-4.566864086
-2.005592839,-5.196826556
-2.041114313,-5.29935396
-2.19963367,-2.315040108
-4.048911092,-6.262347583
-3.519367248,-5.587433442
-2.510466561,-5.337515446
-1.409696308,-3.694119876
-2.3822645,-4.651984716
-3.885480988,-3.996844597
-2.124541236,-5.264304649
-1.529705182,-3.77942138
-3.509953247,-4.626991869
-3.997516929,-3.867042719
-3.560123417,-4.251862687
-2.181216918,-4.743399886
-1.728585739,-5.166985696
-2.609393249,-6.377554471
-4.497917438,-4.789321389
-3.301679598,-4.819617794
-4.303190882,-4.647867851
-0.987300217,-5.194560635
-1.847850596,-4.881332602
-2.966095372,-5.597577613
-3.193443485,-4.422138358
-4.180718324,-6.837592453
-3.426471067,-3.521229391
-4.482392337,-5.979018367
-2.235290006,-5.745035243
-2.923321642,-4.423620492
-4.120403385,-3.337745742
-4.054187525,-3.631335717
-3.69383394,-5.667340528
-3.23581164,-3.975481512
-3.586383712,-4.062574814
-3.753934908,-4.488551972
-2.631126847,-4.172375292
-4.421342924,-3.482123896
-3.073995723,-5.110977491
-1.307442136,-5.525418354
-2.591613888,-5.435971521
-3.986328477,-6.872320296
-4.722468264,-5.553299911
-3.540839834,-5.401969192
-2.426975347,-4.680065111
-4.405363346,-3.774631868
-2.021723395,-4.47458567
-4.098083234,-5.437468357
-5.196352415,-4.719513276
-1.80978021,-4.762648345
-1.575883515,-5.988788005
-4.688644716,-3.734723981
-3.577719189,-6.088032165
-1.517996547,-4.119889747
-3.885692289,-6.439618447
-4.074951829,-6.29959798
-2.501793928,-4.34427242
-1.647217493,-4.894346416
-4.154505603,-5.191111318
-2.9603957,-3.829708802
-2.452377676,-5.57229114
-4.776013815,-4.15396958
-4.204246404,-3.555659674
-0.784671034,-4.094396579
-3.717281694,-5.846273205
-4.236585143,-5.270274203
-2.756113572,-4.34540931
-3.174967842,-3.744342233
-4.606792352,-4.678607032
-2.676299014,-4.18977946
-3.454790049,-4.482788603
-3.608645366,-5.588556235
-1.799938108,-4.883057251
-5.10926043,-4.94196506
-2.192648606,-4.488835256
-2.131859249,-3.813212471
-1.378868055,-4.58383107
-4.662775792,-2.887743746
-3.688050393,-4.059519556
-4.232990122,-5.24756539
-1.414023567,-4.660292803
-1.34738964,-2.86299331
-2.772766555,-4.71793933
-3.844636504,-4.585604816
-4.360282322,-4.76213063
-2.870022402,-5.392317122
-3.514090143,-5.685048146
-3.592048502,-5.216821633
-4.001384898,-6.569702452
-4.312211998,-4.169033913
-3.10641386,-4.441282389
-2.981337028,-5.320114277
-2.965068072,-5.47678831
-2.113248481,-3.731118639
-2.299299234,-4.565409873
-2.415331835,-3.971991996
-2.723010514,-5.755960247
-3.076549331,-5.835401939
-1.923861235,-4.644906037
-2.128767782,-6.0223387
-3.850002911,-3.807271625
-1.671687314,-5.023648126
-4.684788841,-4.835244132
-2.810794312,-6.499258192
-2.726741443,-4.466686093
-1.332393075,-6.258903579
-3.379429285,-6.223043696
-4.404497279,-4.280529723
-2.6863932,-4.337126397
-5.524287793,-4.065262783
-3.134733643,-4.962171283
-1.443313204,-4.840882821
-2.788929713,-4.611471812
-3.702854809,-4.726517868
-1.800368157,-5.162643547
-1.300286576,-4.720465449
-2.446160447,-4.727735229
-3.742804178,-4.52938722
-3.004302328,-6.009742261
-0.438890884,-3.7433328
-2.519914918,-4.329378442
-2.62289509,-3.917332181
-2.59859204,-4.208083974
-3.651506968,-4.006692838
-3.880322913,-5.266862429
-2.421139145,-4.48124047
-3.429174485,-4.429119315
-3.323854468,-3.819018811
-2.406937654,-3.522640414
-2.198703007,-4.226286066
-3.868294688,-4.70081121
-2.261271711,-5.123817264
-3.474419919,-4.658151135
-2.744297987,-5.825938044
-1.529648559,-4.354701912
-2.844881311,-6.039918657
-3.080752089,-4.638751226
-2.547239682,-4.712081567
-2.99617725,-5.147293162
-3.09082824,-4.051903462
-2.447137342,-4.907300444
-1.049186253,-5.017813152
-3.060580453,-5.372054965
-4.137337326,-6.757438972
-2.883740498,-5.533903825
-3.555309003,-6.255861805
-4.19119177,-4.844690235
-1.601557059,-4.417331241
-4.660679249,-3.682935257
-2.658152092,-4.119901044
-3.019913788,-6.025568368
-4.027889344,-4.214539217
-3.533565928,-4.809079973
-5.025859564,-6.221609569
-2.805786965,-6.382356181
-1.707002277,-5.3939564
-4.4351129,-4.406181963
-4.740695078,-4.341751936
-2.970192693,-3.736496695
-2.264076849,-4.187656111
-2.311015,-5.595938647
-3.433977465,-4.555064271
-3.992441093,-5.526382095
-3.381957502,-4.596925422
-3.300886612,-6.535490261
-0.71249554,-4.260749635
-3.375409205,-7.068292967
-4.026080841,-5.089262237
-2.900267756,-3.741914373
-1.700462923,-6.291515108
-2.012482504,-6.578026169
-2.650788132,-3.855516049
-3.079382661,-4.761131335
-2.428102379,-6.797405693
-4.283359296,-3.537293555
-3.338178216,-4.780479554
-2.460779459,-4.84051358
-0.144721478,-3.743721373
-4.046543636,-3.43365727
-3.238449635,-6.903438543
-5.787815751,-5.26457806
-3.082276494,-5.661922256
-4.163015133,-5.142498744
-1.893843866,-6.051397006
-2.469169919,-7.294572885
-5.237292112,-5.298290189
-4.029589297,-3.192323282
-1.132708854,-2.826962616
-3.268297793,-4.193772142
-2.896066096,-6.884581523
-1.801513755,-6.641362164
-1.554001343,-6.171983883
-3.280506468,-7.030937886
-3.73107722,-4.372252755
-2.865845303,-4.812676079
-3.37605557,-5.364712024
-4.885792327,-4.57923826
-2.569752254,-4.077998617
-3.573977306,-6.030866474
-2.720065473,-6.106425336
-2.684466003,-5.629943656
-2.339560599,-5.19593642
-2.826651942,-5.611600911
-3.592129379,-4.263985029
-4.664573417,-5.715436026
-3.841076225,-3.947108571
-3.449253946,-3.180572054
-2.303021237,-4.931899299
-2.212977601,-5.134606636
-3.799478021,-5.889205439
-4.7220244,-6.181816633
-3.883801958,-4.217971996
-2.880810481,-5.975348825
-2.612660965,-4.777278574
-2.942438263,-5.003745661
-3.482656152,-6.049428574
-2.695743608,-2.914569027
-3.419463245,-5.786646662
-2.826742934,-4.400161946
-1.487609618,-2.14173242
-2.429172371,-4.351391374
-2.761796722,-6.272312319
-3.270256324,-5.978859704
-2.151784114,-4.812460429
-0.982370535,-4.163242677
-1.766080417,-5.355571611
-2.839657972,-4.62328899
-3.39398413,-4.791894467
-3.875843633,-7.165760388
-3.285867437,-3.440053987
-3.555264403,-5.396622603
-3.184046534,-5.635097453
-2.863502261,-3.628320657
-3.981768742,-5.062264526
-4.037761452,-5.195542055
-3.466276269,-4.529779143
-3.660802711,-5.892889348
-3.010338125,-4.894607238
-3.008918563,-4.561599385
-1.604674331,-4.87073165
-1.931036388,-4.30406123
-3.161534682,-4.864459523
-1.664690209,-4.568414074
-3.968437674,-4.086830287
-2.790347516,-6.295530132
-3.178767173,-5.676465388
-0.931525847,-4.315633133
-1.378945872,-6.435177247
-4.097422743,-6.199600752
-3.221321944,-3.937238079
-3.853206783,-5.240049552
-2.930356037,-5.469414767
-2.450344678,-4.379190454
-5.170225534,-3.764216393
-4.292206091,-6.917578246
-2.355912604,-4.60637072
-1.609957383,-4.640667149
-2.711470656,-3.502128672
-2.426595961,-5.365024329
-3.438522277,-4.514762644
-1.805909012,-6.494355829
-2.289193774,-7.533560045
-2.72833427,-3.979269931
-3.932426076,-7.415540182
-2.159843154,-5.54784784
-1.917246141,-6.902296942
-2.277402175,-5.04571503
-1.81573472,-3.630051572
-3.514493425,-3.441597117
-2.298264072,-5.521415108
-3.639743587,-4.049986142
-2.180414418,-4.564578951
-4.90110499,-3.551889094
-2.390390791,-5.18107959
-3.026731677,-6.830663729
-4.321575985,-3.282619424
-2.0754788,-4.658625388
-3.50424072,-5.500873419
-1.085837935,-6.650744497
-3.724532793,-7.555616951
-1.753512385,-5.397799368
-1.833577257,-5.634304187
-3.721863094,-5.067377796
-0.164806901,-4.568404464
-1.268522176,-5.062506849
-3.159564197,-5.291773323
-3.730791915,-4.187988696
-4.259304591,-5.840818855
-1.348699139,-4.028464389
-4.017736477,-3.033263351
-0.596142913,-4.852876722
-3.147225549,-3.977711943
-1.951346464,-5.653555609
-1.553480095,-4.554205625
-4.345063685,-5.35532836
-2.913145404,-5.015273299
-2.50685432,-5.435741356
-3.448449866,-4.118823044
-5.225453961,-5.293662007
-3.927938851,-5.069870596
-1.468214868,-4.341056479
-5.150213867,-6.297497739
-4.834252094,-4.985751767
-2.604999184,-3.438280609
-2.954977274,-4.44336285
-3.005112386,-5.652861774
-3.450969041,-3.92593449
-2.700247423,-2.863245022
-2.095460911,-3.339196853
-3.66392628,-3.755380505
-1.466885309,-5.560027587
-3.275602756,-5.377792791
-2.99498308,-4.788880607
-2.573951935,-5.234807274
-4.000595683,-5.116287034
-2.050793711,-4.268658095
-2.455408304,-6.056765473
-2.773175321,-4.337178687
-4.080851471,-4.613245947
0.15920299,-0.913000007
-0.063080334,-1.634383459
-1.075058032,0.144167981
-0.277456853,-0.118446872
-1.204141639,-0.427350573
-1.745493573,0.76787639
-2.649939232,-0.139233563
-1.521405923,0.482483219
-0.880851777,-0.330450491
-1.657109266,-0.711676394
-0.192578889,-0.189069341
-1.930395096,-1.233555046
0.072316034,-3.360621181
-0.192049165,0.529437777
-1.537209779,0.057563572
-0.486187775,-1.772395431
-0.464973802,-2.339168331
-1.519789213,-0.531154586
-1.132506174,-0.918158312
-0.328467393,-1.499824415
-1.465220505,-2.932238614
-2.151320577,-0.39640434
-1.344258282,-3.235557285
-2.324825066,-1.585519301
-1.32485958,-0.989266902
-1.567821746,-3.479660492
-1.772519428,-1.196942622
-0.052434038,-3.296600528
-1.30389724,-2.501375955
-0.928012065,1.278403833
-0.974960973,-0.742778693
-1.17632307,-0.50278368
-0.618466017,-1.395397747
-1.491562312,0.72762703
-0.098259305,0.784753924
-1.967106203,-0.094734788
-0.648353307,-1.018281804
-1.371375845,0.208160399
-1.299438307,-0.35882542
-1.265176814,0.459887569
-0.69479623,-2.480090981
-1.743755429,-0.845664888
-1.42702754,-2.761482547
-1.361032258,0.031549971
-1.748800279,0.447696441
-1.079435333,-0.996377713
-1.851095234,-0.773540411
-0.026795011,0.134165013
-0.456728836,-1.414150102
-0.931337578,-1.524332054
-0.831882501,-1.715111664
0.02061474,-0.944432223
-0.604411432,1.586493949
-0.757890272,-1.31597271
-1.69098398,-2.726267575
-1.15482919,-0.551466482
-0.896417473,-1.01868873
-0.881564061,-1.35549479
-0.148224728,-1.510161192
-1.414468401,0.250058207
-0.642615239,-0.277443152
-1.627771798,-2.390361764
-1.255895537,0.462286939
0.358294133,1.231162379
-1.378191266,0.818591008
-1.391670329,-0.131100414
-1.124885397,-1.506599092
-1.844707949,-1.823271482
-1.337374052,0.859232935
-0.666797991,-0.464779023
-0.842336666,-1.07704462
0.415540493,0.234158552
-0.925100294,-0.592746135
-0.877422006,-0.530710641
-0.523474436,-2.086373215
-1.964960796,1.005813816
-0.273793329,0.02524967
-1.739614591,-1.87358984
-1.163134796,-1.495607023
-1.450475451,-0.620699591
-0.920780424,-0.254995789
-0.908302394,-1.007297721
-1.359130355,-1.175957099
0.111716324,-0.456632637
-0.447167195,-1.386733753
-0.793188502,-3.901508548
-1.124867849,-1.715334391
-0.816241922,-1.983878836
-1.147384666,0.25943803
-1.146692255,-0.108260099
-0.968885371,-1.285704086
-1.541445725,-0.273938189
-2.128428662,-1.742176173
-0.968064013,-0.815400985
-3.04784037,-1.313853658
-1.129599341,-2.016215916
0.211332155,-1.160827142
-0.219704427,-2.605240641
-2.564751931,1.099980955
-0.795474892,0.58652842
-2.197496756,-1.59342469
-1.825872944,-1.053071921
-1.08739636,0.087626468
-0.472970972,-2.198446274
-0.778627716,-0.551827617
-2.419013567,-1.319021173
-0.235617878,-1.209551474
-1.097702856,0.122132866
-0.392428262,-1.162557926
-1.3094991,-1.297382584
-2.181642723,2.536553991
-0.953824888,2.276802393
-1.17748332,-2.218782579
-2.269085646,-3.156673057
-2.137790604,0.229170919
-1.862933569,-1.367237616
-2.757720757,-0.347288045
-1.577581957,-0.546318562
-0.819654686,0.222309748
-1.048924254,-1.694062666
0.055560632,0.644968478
-1.842444623,-1.700950845
-0.313794642,-2.472042031
-0.770831531,-0.834879269
-0.278977011,-0.971233154
-1.630362063,1.147754194
-1.744818257,0.000735763
